Name, Torrent, Magnet, Size, Date, Up, Donw, Overall
[SOFCJ-Raws] Naruto Shippuuden [311-315] (BS-J 1280x720 x264 AAC), https://nyaa.si/download/444097.torrent, magnet:?xt=urn:btih:89a34a28339d889a7f81760e34b1519d88ffc07f&amp;dn=%5BSOFCJ-Raws%5D%20Naruto%20Shippuuden%20%5B311-315%5D%20%28BS-J%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 2.2 GiB, 2013-06-18 07:18, 0, 0, 0
[SOFCJ-Raws] Naruto Shippuuden [307-330] (BS-J 1280x720 x264 AAC), https://nyaa.si/download/476749.torrent, magnet:?xt=urn:btih:2714bca0f4e96a6379669c65e07f6781b49691d7&amp;dn=%5BSOFCJ-Raws%5D%20Naruto%20Shippuuden%20%5B307-330%5D%20%28BS-J%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 10.9 GiB, 2013-09-25 13:04, 0, 0, 0
[SOFCJ-Raws] Dragon Ball Kai (2014) - 041-050 (THK-NST 1280x720 x264 AAC), https://nyaa.si/download/677673.torrent, magnet:?xt=urn:btih:0da931f8737dc82d6658bc8587b69b8b353b106a&amp;dn=%5BSOFCJ-Raws%5D%20Dragon%20Ball%20Kai%20%282014%29%20-%20041-050%20%28THK-NST%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 5.8 GiB, 2015-04-12 14:21, 0, 0, 0
[SOFCJ-Raws] One Piece - 284-294 (BS-FUJI 1280x720 x264 AAC), https://nyaa.si/download/560948.torrent, magnet:?xt=urn:btih:7b25939ca3f7a11cd190e82218974d14f88ac429&amp;dn=%5BSOFCJ-Raws%5D%20One%20Piece%20-%20284-294%20%28BS-FUJI%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 5.0 GiB, 2014-06-02 23:34, 0, 0, 0
[SOFCJ-Raws] Inu to Hasami wa Tsukaiyou (MX+TVK 1280x720 x264 AAC), https://nyaa.si/download/473889.torrent, magnet:?xt=urn:btih:afa4ac93b55fc3e21c30c79d5f066d3a37930ac8&amp;dn=%5BSOFCJ-Raws%5D%20Inu%20to%20Hasami%20wa%20Tsukaiyou%20%28MX%2BTVK%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 4.8 GiB, 2013-09-16 14:16, 0, 0, 0
[SOFCJ-Raws] Dragon Ball Kai (2014) 001-040 (THK-NST 1280x720 x264 AAC), https://nyaa.si/download/647312.torrent, magnet:?xt=urn:btih:06a5d9f18e4d74b3aee11d969bb75a87a66a554f&amp;dn=%5BSOFCJ-Raws%5D%20Dragon%20Ball%20Kai%20%282014%29%20001-040%20%28THK-NST%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 22.6 GiB, 2015-01-20 07:42, 0, 0, 0
[SOFCJ-Raws] Ozuma(WOWOW 1280x720 x264 AAC), https://nyaa.si/download/307684.torrent, magnet:?xt=urn:btih:56d3a3eb13ba5eb18f6edb905d35cf819bc948e2&amp;dn=%5BSOFCJ-Raws%5D%20Ozuma%20%20%28WOWOW%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 1.8 GiB, 2012-04-22 22:35, 0, 0, 0
[SOFCJ-Raws] Tokyo Ghoul (TVA-TVO 1280x720 x264 AAC), https://nyaa.si/download/599999.torrent, magnet:?xt=urn:btih:ed1e4119d609e33da2a4f146b0dfadb206876a31&amp;dn=%5BSOFCJ-Raws%5D%20Tokyo%20Ghoul%20%28TVA-TVO%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 3.8 GiB, 2014-09-20 15:38, 0, 0, 0
[SOFCJ-Raws] One Piece - 353-363 (BS-FUJI 1280x720 x264 AAC), https://nyaa.si/download/494577.torrent, magnet:?xt=urn:btih:59d4da738ea9885b98cc6769a983d1b38b201e07&amp;dn=%5BSOFCJ-Raws%5D%20One%20Piece%20-%20353-363%20%28BS-FUJI%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 3.5 GiB, 2013-11-19 03:30, 0, 1, 0
[SOFCJ-Raws] One Piece - 318-341 (BS-FUJI 1280x720 x264 AAC), https://nyaa.si/download/440482.torrent, magnet:?xt=urn:btih:2ecc4e78a6607baf1d5683cb1867ac316bd03121&amp;dn=%5BSOFCJ-Raws%5D%20One%20Piece%20-%20318-341%20%28BS-FUJI%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 9.4 GiB, 2013-06-06 10:56, 0, 1, 0
[SOFCJ-Raws] One Piece - 342-352 (BS-FUJI 1280x720 x264 AAC), https://nyaa.si/download/464577.torrent, magnet:?xt=urn:btih:5eaad77e4513ea059d4213d5fd67f60b64f4ad6f&amp;dn=%5BSOFCJ-Raws%5D%20One%20Piece%20-%20342-352%20%28BS-FUJI%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 3.8 GiB, 2013-08-18 17:35, 0, 1, 0
[SOFCJ-Raws] Log Horizon (NHK-E 1280x720 x264 AAC), https://nyaa.si/download/534843.torrent, magnet:?xt=urn:btih:85411be55625580179569eba24ac1c8ebe692ffe&amp;dn=%5BSOFCJ-Raws%5D%20Log%20Horizon%20%28NHK-E%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 8.9 GiB, 2014-03-22 05:08, 0, 1, 0
[SOFCJ-Raws] One Piece Special Edition (CX 1280x720 x264 AAC), https://nyaa.si/download/640921.torrent, magnet:?xt=urn:btih:3d18cac4415f3316ebd0384623fa1fe1fa9bba97&amp;dn=%5BSOFCJ-Raws%5D%20One%20Piece%20Special%20Edition%20%28CX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 24.7 GiB, 2015-01-01 14:40, 0, 2, 0
[SOFCJ-Raws] One Piece - 295-301 (BS-FUJI 1280x720 x264 AAC), https://nyaa.si/download/560984.torrent, magnet:?xt=urn:btih:995a52dada9e7450a67453e1938f91539a33914e&amp;dn=%5BSOFCJ-Raws%5D%20One%20Piece%20-%20295-301%20%28BS-FUJI%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 3.5 GiB, 2014-06-03 02:44, 0, 1, 0
[SOFCJ-Raws] Naruto Shippuuden 056-060 (KIDS 1280x720 x264 AAC), https://nyaa.si/download/493003.torrent, magnet:?xt=urn:btih:2c69e08e6d9eaa4ac5ad59df47c7afa8aa88be21&amp;dn=%5BSOFCJ-Raws%5D%20Naruto%20Shippuuden%20056-060%20%28KIDS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 1.2 GiB, 2013-11-14 08:07, 0, 0, 0
[SOFCJ-Raws] Bleach - 220-230 (KIDS 1280x720 x264 AAC), https://nyaa.si/download/499115.torrent, magnet:?xt=urn:btih:615949aab5522eee22dbe7ced71f32a751fd0abb&amp;dn=%5BSOFCJ-Raws%5D%20Bleach%20-%20220-230%20%28KIDS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 3.2 GiB, 2013-12-03 09:33, 0, 1, 0
[SOFCJ-Raws] Naruto Shippuuden - 204-216 (TX-TVO-TVN 1280x720 x264 AAC), https://nyaa.si/download/609017.torrent, magnet:?xt=urn:btih:278e6dc2256072193d7444054ac71407b0d60ec3&amp;dn=%5BSOFCJ-Raws%5D%20Naruto%20Shippuuden%20-%20204-216%20%28TX-TVO-TVN%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 4.6 GiB, 2014-10-13 03:26, 0, 1, 0
[SOFCJ-Raws] Bleach 214-220 (KIDS 1280x720 x264 AAC), https://nyaa.si/download/494726.torrent, magnet:?xt=urn:btih:c877fef1e63bb79f6910e3240cf4d090832180e5&amp;dn=%5BSOFCJ-Raws%5D%20Bleach%20214-220%20%28KIDS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 2.2 GiB, 2013-11-19 14:39, 0, 1, 0
[SOFCJ-Raws] Shingeki no Kyojin (MBS 1280x720 x264 AAC), https://nyaa.si/download/477887.torrent, magnet:?xt=urn:btih:f284f7419bb693aea43836c110ab7964e705e37e&amp;dn=%5BSOFCJ-Raws%5D%20Shingeki%20no%20Kyojin%20%28MBS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 13.3 GiB, 2013-09-29 04:15, 0, 1, 0
[SOFCJ-Raws] Saint Seiya Omega - 01-10 (CTC 1280x720 x264 AAC), https://nyaa.si/download/621694.torrent, magnet:?xt=urn:btih:7fe7189ee2596d817137c8d4f3af6abfc5c433e9&amp;dn=%5BSOFCJ-Raws%5D%20Saint%20Seiya%20Omega%20-%2001-10%20%28CTC%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 3.4 GiB, 2014-11-10 01:54, 0, 0, 0
[Leopard_SOFCJ-Raws] One Piece - 821~830 (CX 1280x720 x264 AAC)[BATCH], https://nyaa.si/download/1230997.torrent, magnet:?xt=urn:btih:25d90b5b9daec094efcf189537795ae7e3c51d3e&amp;dn=%5BLeopard_SOFCJ-Raws%5D%20One%20Piece%20-%20821~830%20%28CX%201280x720%20x264%20AAC%29%5BBATCH%5D&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 4.7 GiB, 2020-03-21 21:36, 0, 36, 0
