Name | Torrent | Magnet | Size | Date | Up | Donw | Overall
[Ohys-Raws] Planet With (MX 1280x720 x264 AAC)|https://nyaa.si/download/1077951.torrent| magnet:?xt=urn:btih:65dc836bca22f8a957b5e7b599bc4cc4f26ece0b&amp;dn=%5BOhys-Raws%5D%20Planet%20With%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 5.1 GiB | 2018-09-23 14:23 | 2 | 0 | 3877
[Ohys-Raws] Nanatsu no Taizai Kamigami no Gekirin (TX 1280x720 x264 AAC)|https://nyaa.si/download/1232029.torrent| magnet:?xt=urn:btih:b9374c652099d2978d889f4fe64d4c08455d2007&amp;dn=%5BOhys-Raws%5D%20Nanatsu%20no%20Taizai%20Kamigami%20no%20Gekirin%20%28TX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 9.2 GiB | 2020-03-25 09:36 | 82 | 31 | 3874
[Ohys-Raws] Naka no Hito Genome [Jikkyouchuu] (AT-X 1280x720 x264 AAC)|https://nyaa.si/download/1178282.torrent| magnet:?xt=urn:btih:7691c05ff132eb953ef6bd7b52b39740e3eb71d0&amp;dn=%5BOhys-Raws%5D%20Naka%20no%20Hito%20Genome%20%5BJikkyouchuu%5D%20%28AT-X%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.8 GiB | 2019-09-22 13:39 | 5 | 3 | 3872
[Ohys-Raws] Ueno-san wa Bukiyou (BS11 1280x720 x264 AAC)|https://nyaa.si/download/1129470.torrent| magnet:?xt=urn:btih:a61c3d176829574968ac66852766bcdc3244ebfa&amp;dn=%5BOhys-Raws%5D%20Ueno-san%20wa%20Bukiyou%20%28BS11%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 1.9 GiB | 2019-03-24 15:53 | 0 | 0 | 3856
[Ohys-Raws] Dagashi Kashi 2 (BD 1280x720 x264 AAC)|https://nyaa.si/download/1036562.torrent| magnet:?xt=urn:btih:b6a7fc3e3338554248b530b8a223139ba6a14198&amp;dn=%5BOhys-Raws%5D%20Dagashi%20Kashi%202%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 2.5 GiB | 2018-05-13 08:09 | 3 | 2 | 3855
[Ohys-Raws] Code Realize - Sousei no Himegimi (AT-X 1280x720 x264 AAC)|https://nyaa.si/download/990079.torrent| magnet:?xt=urn:btih:a5966e4ddde2f21b9a48ee5be7ec5bb014437252&amp;dn=%5BOhys-Raws%5D%20Code%20Realize%20-%20Sousei%20no%20Himegimi%20%28AT-X%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.8 GiB | 2017-12-23 11:38 | 1 | 0 | 3848
[Ohys-Raws] Happy Sugar Life (BD 1280x720 x264 AAC)|https://nyaa.si/download/1105113.torrent| magnet:?xt=urn:btih:22b2af9c2259505bb7b8ad37037398dd6114512e&amp;dn=%5BOhys-Raws%5D%20Happy%20Sugar%20Life%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.2 GiB | 2018-12-25 09:23 | 5 | 2 | 3838
[Ohys-Raws] Heya Camp (AT-X 1280x720 x264 AAC)|https://nyaa.si/download/1231452.torrent| magnet:?xt=urn:btih:44719625824e399499ef9a7ee0ded74088eecadc&amp;dn=%5BOhys-Raws%5D%20Heya%20Camp%20%28AT-X%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 518.7 MiB | 2020-03-23 12:03 | 65 | 10 | 3833
[Ohys-Raws] Hitoribocchi no Marumaru Seikatsu (TBS 1280x720 x264 AAC)|https://nyaa.si/download/1152986.torrent| magnet:?xt=urn:btih:fb7e466ff1e3aa2461f7dba763a87b502f93a0d7&amp;dn=%5BOhys-Raws%5D%20Hitoribocchi%20no%20Marumaru%20Seikatsu%20%28TBS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.0 GiB | 2019-06-21 18:04 | 2 | 0 | 3832
[Ohys-Raws] Shoujo Shuumatsu Ryokou (BD 1280x720 x264 AAC)|https://nyaa.si/download/1034068.torrent| magnet:?xt=urn:btih:e121e44e08ffd3a974db5fb843c7cd6ab8df6720&amp;dn=%5BOhys-Raws%5D%20Shoujo%20Shuumatsu%20Ryokou%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.6 GiB | 2018-05-05 23:46 | 5 | 3 | 3832
[Ohys-Raws] Revisions (CX 1280x720 x264 AAC)|https://nyaa.si/download/1130499.torrent| magnet:?xt=urn:btih:718083363e616527fb0729017e894f62af5d9738&amp;dn=%5BOhys-Raws%5D%20Revisions%20%28CX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.6 GiB | 2019-03-28 10:28 | 4 | 0 | 3830
[Ohys-Raws] Dorei-ku The Animation (BS11 1280x720 x264 AAC)|https://nyaa.si/download/1051632.torrent| magnet:?xt=urn:btih:371e711888b6da2aae056bb194f66e684d0279cd&amp;dn=%5BOhys-Raws%5D%20Dorei-ku%20The%20Animation%20%28BS11%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.2 GiB | 2018-06-28 16:37 | 3 | 0 | 3829
[Ohys-Raws] Ikkitousen Western Wolves (BD 1280x720 x264 AAC)|https://nyaa.si/download/1140136.torrent| magnet:?xt=urn:btih:519c655aac58727e99d2da32172c3e3eb2f5a9f3&amp;dn=%5BOhys-Raws%5D%20Ikkitousen%20Western%20Wolves%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 1.2 GiB | 2019-05-01 11:45 | 4 | 1 | 3825
[Ohys-Raws] Saiki Kusuo no Psi Nan (TX 1280x720 x264 AAC)|https://nyaa.si/download/884173.torrent| magnet:?xt=urn:btih:249fb205900c0e3175c6d8fce6c5f95f63795804&amp;dn=%5BOhys-Raws%5D%20Saiki%20Kusuo%20no%20Psi%20Nan%20%28TX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 8.4 GiB | 2016-12-25 11:33 | 1 | 0 | 3819
[Ohys-Raws] Manaria Friends (BS11 1280x720 x264 AAC)|https://nyaa.si/download/1129481.torrent| magnet:?xt=urn:btih:c6cbf6562268062b27e535f950a9188fd3666182&amp;dn=%5BOhys-Raws%5D%20Manaria%20Friends%20%28BS11%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 1.4 GiB | 2019-03-24 16:06 | 0 | 1 | 3812
[Ohys-Raws] Mayonaka no Occult Koumuin (BS11 1280x720 x264 AAC)|https://nyaa.si/download/1153468.torrent| magnet:?xt=urn:btih:d3d9719c9134a3c714a91734cc2525f904e84f35&amp;dn=%5BOhys-Raws%5D%20Mayonaka%20no%20Occult%20Koumuin%20%28BS11%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.3 GiB | 2019-06-23 16:06 | 2 | 0 | 3802
[Ohys-Raws] Somali to Mori no Kamisama (MX 1280x720 x264 AAC)|https://nyaa.si/download/1232544.torrent| magnet:?xt=urn:btih:5bff60c5a1803fe385de49d786ebc5d528007160&amp;dn=%5BOhys-Raws%5D%20Somali%20to%20Mori%20no%20Kamisama%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.3 GiB | 2020-03-27 03:39 | 67 | 31 | 3802
[Ohys-Raws] Watashi ni Tenshi ga Maiorita! (BD 1280x720 x264 AAC)|https://nyaa.si/download/1147506.torrent| magnet:?xt=urn:btih:8463057ea30edd86f3968c57ca4658090c616382&amp;dn=%5BOhys-Raws%5D%20Watashi%20ni%20Tenshi%20ga%20Maiorita%21%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.5 GiB | 2019-05-30 12:21 | 8 | 2 | 3802
[Ohys-Raws] Zero no Tsukaima S1 (BD 1280x720 x264 AAC)|https://nyaa.si/download/1071779.torrent| magnet:?xt=urn:btih:de8edf840ffef9ab78a5313c7b3f2737b1050c03&amp;dn=%5BOhys-Raws%5D%20Zero%20no%20Tsukaima%20S1%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 5.4 GiB | 2018-09-01 13:33 | 7 | 0 | 3801
[Ohys-Raws] Grand Blue (BD 1280x720 x264 AAC)|https://nyaa.si/download/1111602.torrent| magnet:?xt=urn:btih:7e64fddbf5f70b4ef17ad78e9c7f1b8376528865&amp;dn=%5BOhys-Raws%5D%20Grand%20Blue%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.6 GiB | 2019-01-20 11:09 | 4 | 0 | 3795
[Ohys-Raws] Houseki no Kuni (BD 1280x720 x264 AAC)|https://nyaa.si/download/1045930.torrent| magnet:?xt=urn:btih:acc6f09df4ca21aa8d7ec4226b7873755b12b64a&amp;dn=%5BOhys-Raws%5D%20Houseki%20no%20Kuni%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 5.7 GiB | 2018-06-10 13:56 | 3 | 3 | 3791
[Ohys-Raws] Love Live! Sunshine!! 2 (BD 1280x720 x264 AAC)|https://nyaa.si/download/1099472.torrent| magnet:?xt=urn:btih:414faa3e759bfa25326d4a53737a695932cd8e8b&amp;dn=%5BOhys-Raws%5D%20Love%20Live%21%20Sunshine%21%21%202%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.9 GiB | 2018-12-04 14:51 | 3 | 2 | 3780
[Ohys-Raws] Fate Kaleid Liner Prisma Illya Drei!! (AT-X 1280x720 x264 AAC)|https://nyaa.si/download/852210.torrent| magnet:?xt=urn:btih:2b69156b3bb7f4977c95adf4f0e394507cb328f4&amp;dn=%5BOhys-Raws%5D%20Fate%20Kaleid%20Liner%20Prisma%20Illya%20Drei%21%21%20%28AT-X%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.8 GiB | 2016-09-21 09:41 | 1 | 1 | 3779
[Ohys-Raws] Drifters (MX 1280x720 x264 AAC)|https://nyaa.si/download/883409.torrent| magnet:?xt=urn:btih:fd627a4f5fb1f32c4887c6007e0280e2644ec9f7&amp;dn=%5BOhys-Raws%5D%20Drifters%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 6.3 GiB | 2016-12-23 09:12 | 2 | 1 | 3775
[Ohys-Raws] Sengoku Night Blood (MX 1280x720 x264 AAC)|https://nyaa.si/download/991256.torrent| magnet:?xt=urn:btih:a716b517232dd160c401a28a6e54e0be4e9242a0&amp;dn=%5BOhys-Raws%5D%20Sengoku%20Night%20Blood%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 5.4 GiB | 2017-12-26 15:48 | 1 | 0 | 3769
[Ohys-Raws] Ingress the Animation (CX 1280x720 x264 AAC)|https://nyaa.si/download/1105435.torrent| magnet:?xt=urn:btih:76ca2b8b64cddce916c64e6ac40acc7c1290a4b9&amp;dn=%5BOhys-Raws%5D%20Ingress%20the%20Animation%20%28CX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 5.2 GiB | 2018-12-26 16:28 | 3 | 1 | 3767
[Ohys-Raws] Zero no Tsukaima S4 (BD 1280x720 x264 AAC)|https://nyaa.si/download/1071782.torrent| magnet:?xt=urn:btih:c0eea3659c476aba1323d2f30115a5419e69529d&amp;dn=%5BOhys-Raws%5D%20Zero%20no%20Tsukaima%20S4%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 6.1 GiB | 2018-09-01 13:34 | 4 | 2 | 3763
[Ohys-Raws] Shuumatsu no Izetta (BD 1280x720 x264 AAC)|https://nyaa.si/download/931175.torrent| magnet:?xt=urn:btih:6ab9286e9b58c55921a468690fc97563faa6630a&amp;dn=%5BOhys-Raws%5D%20Shuumatsu%20no%20Izetta%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.8 GiB | 2017-06-16 13:38 | 2 | 1 | 3757
[Ohys-Raws] Gyakuten Saiban (BD 1280x720 x264 AAC)|https://nyaa.si/download/997640.torrent| magnet:?xt=urn:btih:95586486d319fbe5fba1662f6e08682c67bf059a&amp;dn=%5BOhys-Raws%5D%20Gyakuten%20Saiban%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 7.1 GiB | 2018-01-19 10:09 | 3 | 0 | 3752
[Ohys-Raws] Zero no Tsukaima S2 (BD 1280x720 x264 AAC)|https://nyaa.si/download/1071780.torrent| magnet:?xt=urn:btih:da3db58db86b2f2698ce1f06507961ad7a675506&amp;dn=%5BOhys-Raws%5D%20Zero%20no%20Tsukaima%20S2%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 5.2 GiB | 2018-09-01 13:33 | 3 | 1 | 3748
[Ohys-Raws] Ramen Daisuki Koizumi-san (BD 1280x720 x264 AAC)|https://nyaa.si/download/1056546.torrent| magnet:?xt=urn:btih:ef8106413849f5e37c2cc4e12dd1890c8b10d695&amp;dn=%5BOhys-Raws%5D%20Ramen%20Daisuki%20Koizumi-san%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.6 GiB | 2018-07-14 12:34 | 3 | 0 | 3743
[Ohys-Raws] Osomatsu-san 2 (TX 1280x720 x264 AAC)|https://nyaa.si/download/1019887.torrent| magnet:?xt=urn:btih:d7c9bc97c7b596e1d0bba307aa7d006d9e5438cd&amp;dn=%5BOhys-Raws%5D%20Osomatsu-san%202%20%28TX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 14.3 GiB | 2018-03-26 17:34 | 6 | 1 | 3743
[Ohys-Raws] Anime-Gataris (MX 1280x720 x264 AAC)|https://nyaa.si/download/990612.torrent| magnet:?xt=urn:btih:a3acd98bdab4a28a27bcf7ef44f21428dc8eddb9&amp;dn=%5BOhys-Raws%5D%20Anime-Gataris%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.2 GiB | 2017-12-24 14:04 | 0 | 2 | 3739
[Ohys-Raws] Ore ga Suki na no wa Imouto Dakedo Imouto ja Nai (BD 1280x720 x264 AAC)|https://nyaa.si/download/1176333.torrent| magnet:?xt=urn:btih:7ca0cbf71fd854971e80e0ecafff5a8e5e571ac6&amp;dn=%5BOhys-Raws%5D%20Ore%20ga%20Suki%20na%20no%20wa%20Imouto%20Dakedo%20Imouto%20ja%20Nai%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 2.3 GiB | 2019-09-14 14:39 | 11 | 2 | 3730
