Name, Torrent, Magnet, Size, Date, Up, Donw, Overall
[Ngeue-Raws] Re-Creators (BD 1280x720 x264 AAC), https://nyaa.si/download/1010512.torrent, magnet:?xt=urn:btih:83c4a509bf45e15c891a3f410f04675fac3b574e&dn=%5BNgeue-Raws%5D%20Re-Creators%20%28BD%201280x720%20x264%20AAC%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 6.5 GiB, 2018-02-27 12:25, 0, 0, 1037
[Ngeue-Raws] Ao no Exorcist - Kyoto Fujouou-hen (BD 1280x720 x264 AAC), https://nyaa.si/download/1013701.torrent, magnet:?xt=urn:btih:0cc10d81d99fdf1eacb12c6816514a4fdd30abb8&dn=%5BNgeue-Raws%5D%20Ao%20no%20Exorcist%20-%20Kyoto%20Fujouou-hen%20%28BD%201280x720%20x264%20AAC%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce, 4.5 GiB, 2018-03-09 12:38, 0, 0, 139
