NAME,TorrentURL,Magnet
[Ohys-Raws] Aikatsu Friends! BD-BOX 4 (BD 1920x1080 x264 FLAC),/download/1164814.torrent,magnet:?xt=urn:btih:a87f13f32768ded14c5ef2eaedbb24c7587a3d3d&dn=%5BOhys-Raws%5D%20Aikatsu%20Friends%21%20BD-BOX%204%20%28BD%201920x1080%20x264%20FLAC%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[MiteFansub-Raws] Yubisaki kara Honki no Netsujou Osananajimi wa Shouboushi - 05 (1920x1080 x264 AAC).mkv,/download/1164801.torrent,magnet:?xt=urn:btih:4e81c05d7cc442a7eab238839fa15905cc7f7776&dn=%5BMiteFansub-Raws%5D%20Yubisaki%20kara%20Honki%20no%20Netsujou%20Osananajimi%20wa%20Shouboushi%20-%2005%20%281920x1080%20x264%20AAC%29.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Snow-Raws] 拂晓的尤娜/Akatsuki no Yona/暁のヨナ (BD 1920x1080 HEVC-YUV420P10 FLAC),/download/1164800.torrent,magnet:?xt=urn:btih:c3e8c8f9e73d971fe56f1b2643ab96824a6443c2&dn=%5BSnow-Raws%5D%20%E6%8B%82%E6%99%93%E7%9A%84%E5%B0%A4%E5%A8%9C%2FAkatsuki%20no%20Yona%2F%E6%9A%81%E3%81%AE%E3%83%A8%E3%83%8A%20%28BD%201920x1080%20HEVC-YUV420P10%20FLAC%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Bluray] Is It Wrong to Try to Pick Up Girls in a Dungeon? Arrow of the Orion Movie / Gekijouban Dungeon ni Deai o Motomeru no wa Machigatte Iru Darouka: Orion no Ya,/download/1164785.torrent,magnet:?xt=urn:btih:ffba3ef262ce0511251e9428702b555b48b6cc28&dn=%5BBluray%5D%20Is%20It%20Wrong%20to%20Try%20to%20Pick%20Up%20Girls%20in%20a%20Dungeon%3F%20Arrow%20of%20the%20Orion%20Movie%20%2F%20Gekijouban%20Dungeon%20ni%20Deai%20o%20Motomeru%20no%20wa%20Machigatte%20Iru%20Darouka%3A%20Orion%20no%20Ya&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Bluray] The Rising of the Shield Hero / Tate no Yuusha no Nariagari Bluray Box Vol 4 (eps 20-25) Japanese,/download/1164784.torrent,magnet:?xt=urn:btih:233f3b9c2507d73aa1dbc7f5f3fdcbe3a2e21f44&dn=%5BBluray%5D%20The%20Rising%20of%20the%20Shield%20Hero%20%2F%20Tate%20no%20Yuusha%20no%20Nariagari%20Bluray%20Box%20Vol%204%20%28eps%2020-25%29%20Japanese&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Bluray] The Rising of the Shield Hero / Tate no Yuusha no Nariagari Bluray Box Vol 3 (eps 14-19) Japanese,/download/1164783.torrent,magnet:?xt=urn:btih:5e1e494e4d926a4c7815542cab2e88746d9cc7da&dn=%5BBluray%5D%20The%20Rising%20of%20the%20Shield%20Hero%20%2F%20Tate%20no%20Yuusha%20no%20Nariagari%20Bluray%20Box%20Vol%203%20%28eps%2014-19%29%20Japanese&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
梅津泰臣作品「カイト リベレイター」 KITE LIBERATOR Special Edition (NJP-BD Hi10P 1888x1068 DTS-HDMA 5.1ch+2.0ch) [QTS],/download/1164767.torrent,magnet:?xt=urn:btih:cba25322fa100e91602f10be0012100d214144e6&dn=%E6%A2%85%E6%B4%A5%E6%B3%B0%E8%87%A3%E4%BD%9C%E5%93%81%E3%80%8C%E3%82%AB%E3%82%A4%E3%83%88%20%E3%83%AA%E3%83%99%E3%83%AC%E3%82%A4%E3%82%BF%E3%83%BC%E3%80%8D%20KITE%20LIBERATOR%20Special%20Edition%20%28NJP-BD%20Hi10P%201888x1068%20DTS-HDMA%205.1ch%2B2.0ch%29%20%5BQTS%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
"Pokonyan! (46, 59)",/download/1164758.torrent,magnet:?xt=urn:btih:e8a1c84db0126ff3a5b56071922a1cb3484a41af&dn=Pokonyan%21%20%2846%2C%2059%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
"Pokonyan! (127, 141, 142)",/download/1164750.torrent,magnet:?xt=urn:btih:fc92676fcf8ed77e2e7402e496d16ca1943e6713&dn=Pokonyan%21%20%28127%2C%20141%2C%20142%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Masou Gakuen HxH Specials [1080p RAW] 01-06,/download/1164735.torrent,magnet:?xt=urn:btih:c2f94a7f7000249e50cd0d530dbafdd8417328d5&dn=Masou%20Gakuen%20HxH%20Specials%20%5B1080p%20RAW%5D%2001-06&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[DHR&Makari][Keijo!!!!!!!!][BDRip][1080P][HEVC_P10_FLAC_PGS][Final],/download/1164724.torrent,magnet:?xt=urn:btih:82acaf9c8efeebf1ee7f0985a5403966e63b7a51&dn=%5BDHR%26Makari%5D%5BKeijo%21%21%21%21%21%21%21%21%5D%5BBDRip%5D%5B1080P%5D%5BHEVC_P10_FLAC_PGS%5D%5BFinal%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Kimama ni Idol (気ままにアイドル),/download/1164689.torrent,magnet:?xt=urn:btih:9f120e66871a6e8cabdce047c4d42c7cdd3214c5&dn=Kimama%20ni%20Idol%20%28%E6%B0%97%E3%81%BE%E3%81%BE%E3%81%AB%E3%82%A2%E3%82%A4%E3%83%89%E3%83%AB%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Anime Land] One Piece 896 (WEBRip 720p Hi10P AAC) RAW [4B0D6752].mp4,/download/1164675.torrent,magnet:?xt=urn:btih:2a684be598643f993d1a74ec696357bcb16d25fc&dn=%5BAnime%20Land%5D%20One%20Piece%20896%20%28WEBRip%20720p%20Hi10P%20AAC%29%20RAW%20%5B4B0D6752%5D.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Anime Land] Vinland Saga 05 (WEBRip 720p Hi444PP EAC3) RAW [51AAB4CA].mkv,/download/1164674.torrent,magnet:?xt=urn:btih:98df27328667e9cb0387c17c07bf4ac1311e75ec&dn=%5BAnime%20Land%5D%20Vinland%20Saga%2005%20%28WEBRip%20720p%20Hi444PP%20EAC3%29%20RAW%20%5B51AAB4CA%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Ohys-Raws] Yubisaki kara Honki no Netsujou Osananajimi wa Shouboushi - 05 (MX 1280x720 x264 AAC).mp4,/download/1164653.torrent,magnet:?xt=urn:btih:5d3b14709825e388a22ca948fb57a7872378484f&dn=%5BOhys-Raws%5D%20Yubisaki%20kara%20Honki%20no%20Netsujou%20Osananajimi%20wa%20Shouboushi%20-%2005%20%28MX%201280x720%20x264%20AAC%29.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Ohys-Raws] Kidou Senshi Gundam The Origin - Zen`ya Akai Suisei - 12 (NHKG 1280x720 x264 AAC).mp4,/download/1164650.torrent,magnet:?xt=urn:btih:d7bd0f0e2f40694cf0c2bb6304a6595af83cf694&dn=%5BOhys-Raws%5D%20Kidou%20Senshi%20Gundam%20The%20Origin%20-%20Zen%60ya%20Akai%20Suisei%20-%2012%20%28NHKG%201280x720%20x264%20AAC%29.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Ohys-Raws] Vinland Saga - 05 (NHKG 1280x720 x264 AAC).mp4,/download/1164644.torrent,magnet:?xt=urn:btih:0702586d80166e39896e581de3c1489883c6ccb9&dn=%5BOhys-Raws%5D%20Vinland%20Saga%20-%2005%20%28NHKG%201280x720%20x264%20AAC%29.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Seicher-Raws] Fruits Basket (2019) - 18 [WEBRip 720p Hi444PP AAC].mkv,/download/1164641.torrent,magnet:?xt=urn:btih:587a03e19a71db877515a5a496d1b78ab2529930&dn=%5BSeicher-Raws%5D%20Fruits%20Basket%20%282019%29%20-%2018%20%5BWEBRip%20720p%20Hi444PP%20AAC%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Ohys-Raws] Karakai Jouzu no Takagi-san 2 - 05 (MX 1280x720 x264 AAC).mp4,/download/1164639.torrent,magnet:?xt=urn:btih:ae57948a34d201db881847b09c2140c21f2aa26a&dn=%5BOhys-Raws%5D%20Karakai%20Jouzu%20no%20Takagi-san%202%20-%2005%20%28MX%201280x720%20x264%20AAC%29.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Yubisaki kara Honki no Netsujou Osananajimi wa Shouboushi (TV ver.) - 05 (WebDL 1280x720 AAC).mkv,/download/1164633.torrent,magnet:?xt=urn:btih:fc32cfcbecf4a4535f23674f3435a618a046ed1b&dn=Yubisaki%20kara%20Honki%20no%20Netsujou%20Osananajimi%20wa%20Shouboushi%20%28TV%20ver.%29%20-%2005%20%28WebDL%201280x720%20AAC%29.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Better-Raws] Karakai Jouzu no Takagi-san S2 - 05 (NF 1920x1080 x264 EAC3).mkv,/download/1164620.torrent,magnet:?xt=urn:btih:b9b26791db94a7476c20a38baaadf9f12aaab004&dn=%5BBetter-Raws%5D%20Karakai%20Jouzu%20no%20Takagi-san%20S2%20-%2005%20%28NF%201920x1080%20x264%20EAC3%29.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Ohys-Raws] Ensemble Stars! - 05 (MX 1280x720 x264 AAC).mp4,/download/1164613.torrent,magnet:?xt=urn:btih:f58c57e30e9f21c3606f2ebe3af53d529a981240&dn=%5BOhys-Raws%5D%20Ensemble%20Stars%21%20-%2005%20%28MX%201280x720%20x264%20AAC%29.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Ohys-Raws] Love Live! Sunshine!! The School Idol Movie Over the Rainbow (BD 1920x1080 x264 FLACx2).mkv,/download/1164587.torrent,magnet:?xt=urn:btih:38239f53441981e61cb75d5d3f8a5a3cfb79151b&dn=%5BOhys-Raws%5D%20Love%20Live%21%20Sunshine%21%21%20The%20School%20Idol%20Movie%20Over%20the%20Rainbow%20%28BD%201920x1080%20x264%20FLACx2%29.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Ohys-Raws] Re Stage! Dream Days - 05 (MX 1280x720 x264 AAC).mp4,/download/1164585.torrent,magnet:?xt=urn:btih:364561a8ebe6993d628976529f609627d0b9a63b&dn=%5BOhys-Raws%5D%20Re%20Stage%21%20Dream%20Days%20-%2005%20%28MX%201280x720%20x264%20AAC%29.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Ohys-Raws] Naka no Hito Genome [Jikkyouchuu] - 05 (AT-X 1280x720 x264 AAC).mp4,/download/1164581.torrent,magnet:?xt=urn:btih:4da7beba9de21c62285e12d41a2b07a3f913ccc6&dn=%5BOhys-Raws%5D%20Naka%20no%20Hito%20Genome%20%5BJikkyouchuu%5D%20-%2005%20%28AT-X%201280x720%20x264%20AAC%29.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[YE] Pocket Monsters SM - 133 (TVh 1280x720 x264 AAC).mkv,/download/1164564.torrent,magnet:?xt=urn:btih:9f429d2e5a961e2498a7031e06b155efe2643d43&dn=%5BYE%5D%20Pocket%20Monsters%20SM%20-%20133%20%28TVh%201280x720%20x264%20AAC%29.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Fate/Grand Order: Zettai Majuu Sensen Babylonia - Episode 0 [720p],/download/1164561.torrent,magnet:?xt=urn:btih:4966b449a8e288c2dcd90ed86a197a27fd9d5b23&dn=Fate%2FGrand%20Order%3A%20Zettai%20Majuu%20Sensen%20Babylonia%20-%20Episode%200%20%5B720p%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
PriPara Music Collection season 3 DX [DVDISO only],/download/1164560.torrent,magnet:?xt=urn:btih:41a8dbe672bb7ad301490dfa59eb09ffebe146c9&dn=PriPara%20Music%20Collection%20season%203%20DX%20%5BDVDISO%20only%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Jstudio-WEB raws] One Piece[特別編] -896 (KTV 1280x720 x264 AAC).mp4,/download/1164554.torrent,magnet:?xt=urn:btih:9231d5c0780b02615e4a2d0904930c9861e94c73&dn=%5BJstudio-WEB%20raws%5D%20One%20Piece%5B%E7%89%B9%E5%88%A5%E7%B7%A8%5D%20-896%20%28KTV%201280x720%20x264%20AAC%29.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[YE] Pocket Monsters SM - 133 (Happyon 1920x1080 AVC AAC).mkv,/download/1164553.torrent,magnet:?xt=urn:btih:3cf5512f4ba9b4e824f95dd9a7a9b2360fa20e72&dn=%5BYE%5D%20Pocket%20Monsters%20SM%20-%20133%20%28Happyon%201920x1080%20AVC%20AAC%29.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Jstudio-WEB raws]Boruto - Naruto Next Generations 118(TVO 1280x720x264 AAC).mp4,/download/1164548.torrent,magnet:?xt=urn:btih:99d99616d530b25df0c69d9623052c1c479f9005&dn=%5BJstudio-WEB%20raws%5DBoruto%20-%20Naruto%20Next%20Generations%20118%28TVO%201280x720x264%20AAC%29.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Moozzi2] Akanesasu Shoujo BD-BOX (BD 1920x1080 x.264 FLACx2) - TV + SP,/download/1164521.torrent,magnet:?xt=urn:btih:455afb1769e9d562f52844a693042973eab8b0d4&dn=%5BMoozzi2%5D%20Akanesasu%20Shoujo%20BD-BOX%20%28BD%201920x1080%20x.264%20FLACx2%29%20-%20TV%20%2B%20SP&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[BDMV] Tate no Yuusha no Nariagari (The Rising of the Shield Hero) [Vol.1~4Fin][JP],/download/1164509.torrent,magnet:?xt=urn:btih:59fd27270ece74a3bca97a13b93af51f83b356b4&dn=%5BBDMV%5D%20Tate%20no%20Yuusha%20no%20Nariagari%20%28The%20Rising%20of%20the%20Shield%20Hero%29%20%5BVol.1~4Fin%5D%5BJP%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Ohys-Raws] Kouya no Kotobuki Hikoutai (BD 1280x720 x264 AAC),/download/1164505.torrent,magnet:?xt=urn:btih:1376ef579403187a12bd42bc03d7cb4b9c027b1b&dn=%5BOhys-Raws%5D%20Kouya%20no%20Kotobuki%20Hikoutai%20%28BD%201280x720%20x264%20AAC%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Ohys-Raws] Boogiepop wa Warawanai (BD 1280x720 x264 AAC),/download/1164504.torrent,magnet:?xt=urn:btih:1d12656b6990bcae56b2fd80b8bccc4d0277d228&dn=%5BOhys-Raws%5D%20Boogiepop%20wa%20Warawanai%20%28BD%201280x720%20x264%20AAC%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Didimato-Raws] Crayon Shin-chan 1004 RAW [ABC6][720P].mp4,/download/1164494.torrent,magnet:?xt=urn:btih:5bffd7857593aba4d962aa62f9244e9dcf07530f&dn=%5BDidimato-Raws%5D%20Crayon%20Shin-chan%201004%20RAW%20%5BABC6%5D%5B720P%5D.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
[Didimato-Raws] Crayon Shin-chan 1004 RAW [ABC6][1080P].mp4,/download/1164493.torrent,magnet:?xt=urn:btih:e078ebf346f2c2a74d469090beeee740014309a2&dn=%5BDidimato-Raws%5D%20Crayon%20Shin-chan%201004%20RAW%20%5BABC6%5D%5B1080P%5D.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
