Name | Torrent | Magnet | Size | Date | Up | Donw | Overall
[Leopard-Raws] Touken Ranbu - Hanamaru (BS11 1280x720 x264 AAC) | https://nyaa.si/download/883447.torrent | magnet:?xt=urn:btih:e7e722239740b99a77f9887618b4a3d3f7b66c65&amp;dn=%5BLeopard-Raws%5D%20Touken%20Ranbu%20-%20Hanamaru%20%28BS11%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.9 GiB | 2016-12-23 10:53 | 0 | 1 | 681
[Leopard-Raws] Hana-Saku Iroha (MX 1280x720 x264 AAC) | https://nyaa.si/download/251093.torrent | magnet:?xt=urn:btih:a8e524e8189559a48f90ddde5bdc1cdd023af8c8&amp;dn=%5BLeopard-Raws%5D%20Hana-Saku%20Iroha%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 6.3 GiB | 2011-10-08 07:50 | 0 | 3 | 681 |  |  | 
[Leopard-Raws] Heavy Object (MX 1280x720 x264 AAC) | https://nyaa.si/download/797638.torrent | magnet:?xt=urn:btih:2934bc8a400e40479ba5993a0a1ef02957783792&amp;dn=%5BLeopard-Raws%5D%20Heavy%20Object%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 11.2 GiB | 2016-03-27 06:00 | 0 | 1 | 675
[Leopard-Raws] Magi - The Kingdom of Magic (TBS 1280x720 x264 AAC) | https://nyaa.si/download/537631.torrent | magnet:?xt=urn:btih:0aa4d980bbd1c1e6932bfd29843b28f60a76a8a5&amp;dn=%5BLeopard-Raws%5D%20Magi%20-%20The%20Kingdom%20of%20Magic%20%28TBS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 8.4 GiB | 2014-03-30 06:32 | 1 | 0 | 674
[Leopard-Raws] Joshiraku (TBS 1280x720 x264 AAC) | https://nyaa.si/download/358061.torrent | magnet:?xt=urn:btih:f93c0b084df8ef9835c43ee90e87925988a79b64&amp;dn=%5BLeopard-Raws%5D%20Joshiraku%20%28TBS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.4 GiB | 2012-10-02 13:22 | 1 | 3 | 674
[Leopard-Raws] Ore no Nounai Sentakushi ga | Gakuen Lovecome o Zenryoku de Jama Shiteiru (MX 1280x720 x264 AAC) | https://nyaa.si/download/501718.torrent | magnet:?xt=urn:btih:bd19487407a171c77977a835f6d833816d39c04a&amp;dn=%5BLeopard-Raws%5D%20Ore%20no%20Nounai%20Sentakushi%20ga%2C%20Gakuen%20Lovecome%20o%20Zenryoku%20de%20Jama%20Shiteiru%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.4 GiB | 2013-12-12 06:32 | 0 | 2 | 673
[Leopard-Raws] Rokka no Yuusha (MBS 1280x720 x264 AAC) | https://nyaa.si/download/735526.torrent | magnet:?xt=urn:btih:829673e8381dc2e24d597e9a6ea0951911dbf328&amp;dn=%5BLeopard-Raws%5D%20Rokka%20no%20Yuusha%20%28MBS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.7 GiB | 2015-09-20 01:09 | 1 | 1 | 670
[Leopard-Raws] Tokyo Ravens (MX 1280x720 x264 AAC) | https://nyaa.si/download/536213.torrent | magnet:?xt=urn:btih:f5a267c3db214643222c27f59bd09a064f6f362e&amp;dn=%5BLeopard-Raws%5D%20Tokyo%20Ravens%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 8.2 GiB | 2014-03-25 22:42 | 3 | 1 | 669
[Leopard-Raws] Plastic Memories (ATX 1280x720 x264 AAC) | https://nyaa.si/download/705738.torrent | magnet:?xt=urn:btih:c91c514dce633eb2352adf142ed5e0398a17d2f5&amp;dn=%5BLeopard-Raws%5D%20Plastic%20Memories%20%28ATX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.9 GiB | 2015-06-27 13:34 | 0 | 1 | 669
[Leopard-Raws] Kindaichi Shounen no Jikenbo Returns (NTV 1280x720 x264 AAC) | https://nyaa.si/download/602538.torrent | magnet:?xt=urn:btih:cdf292e97009497913db85bc72163c7e6a54537a&amp;dn=%5BLeopard-Raws%5D%20Kindaichi%20Shounen%20no%20Jikenbo%20Returns%20%28NTV%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 6.7 GiB | 2014-09-27 06:07 | 1 | 0 | 669
[Leopard-Raws] Radiant (NHKE 1280x720 x264 AAC) | https://nyaa.si/download/1122780.torrent | magnet:?xt=urn:btih:4aa0fbb0cb9d0f2c62fd3b9342ea5ce2ce594712&amp;dn=%5BLeopard-Raws%5D%20Radiant%20%28NHKE%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 8.6 GiB | 2019-03-01 06:51 | 2 | 0 | 657
[Leopard-Raws] Ping Pong The Animation (CX 1280x720 x264 AAC) | https://nyaa.si/download/566288.torrent | magnet:?xt=urn:btih:b90dbc385fa2023b13114656df4e5c553a8f0027&amp;dn=%5BLeopard-Raws%5D%20Ping%20Pong%20The%20Animation%20%28CX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.5 GiB | 2014-06-20 00:46 | 1 | 2 | 646
[Leopard-Raws] Prison School (MX 1280x720 x264 AAC) | https://nyaa.si/download/737553.torrent | magnet:?xt=urn:btih:ce178ee8dacfc953e14ebb2b2ea119dd71537941&amp;dn=%5BLeopard-Raws%5D%20Prison%20School%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.1 GiB | 2015-09-25 15:26 | 0 | 0 | 636
[Leopard-Raws] Nisekoi (MX 1280x720 x264 AAC) | https://nyaa.si/download/558041.torrent | magnet:?xt=urn:btih:d4380b57fe2152b1edc4c28a81598f51dec6d360&amp;dn=%5BLeopard-Raws%5D%20Nisekoi%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 7.1 GiB | 2014-05-24 23:39 | 2 | 1 | 635
[Leopard-Raws] Oda Nobuna no Yabou (TX 1280x720 x264 AAC) | https://nyaa.si/download/358032.torrent | magnet:?xt=urn:btih:636257b81d59daa23aad715b2123f6c0ddaf98c8&amp;dn=%5BLeopard-Raws%5D%20Oda%20Nobuna%20no%20Yabou%20%28TX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.1 GiB | 2012-10-02 12:43 | 0 | 3 | 633
[Leopard-Raws] Kore wa Zombie Desuka (MX 1280x720 x264 AAC) | https://nyaa.si/download/294339.torrent | magnet:?xt=urn:btih:f0b2241779d4461d5527af53e1d94221f0daca46&amp;dn=%5BLeopard-Raws%5D%20Kore%20wa%20Zombie%20Desuka%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.9 GiB | 2012-03-08 09:22 | 1 | 1 | 630
[Leopard-Raws] Gangsta. (ABC 1280x720 x264 AAC) | https://nyaa.si/download/736930.torrent | magnet:?xt=urn:btih:76fdc44ed81afce300a6644d08dbe63f063e0ee6&amp;dn=%5BLeopard-Raws%5D%20Gangsta.%20%28ABC%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.2 GiB | 2015-09-23 22:14 | 0 | 0 | 626
[Leopard-Raws] Boku no Hero Academia (TBS 1280x720 x264 AAC) | https://nyaa.si/download/824483.torrent | magnet:?xt=urn:btih:b0924af58eab94b5ce505016d6bfe3c332939dc1&amp;dn=%5BLeopard-Raws%5D%20Boku%20no%20Hero%20Academia%20%28TBS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 6.7 GiB | 2016-06-26 12:55 | 2 | 0 | 619
[Leopard-Raws] Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai (ATX 1280x720 x264 AAC) | https://nyaa.si/download/735369.torrent | magnet:?xt=urn:btih:44d1c54f2c6318e92b362506c1cd1ab0747a616a&amp;dn=%5BLeopard-Raws%5D%20Shimoneta%20to%20Iu%20Gainen%20ga%20Sonzai%20Shinai%20Taikutsu%20na%20Sekai%20%28ATX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.2 GiB | 2015-09-19 15:19 | 0 | 1 | 611
[Leopard-Raws] Hidan no Aria AA (TVA 1280x720 x264 AAC) | https://nyaa.si/download/768343.torrent | magnet:?xt=urn:btih:2b1cc67ea60a3ae5c0164b0b2807aec701b06700&amp;dn=%5BLeopard-Raws%5D%20Hidan%20no%20Aria%20AA%20%28TVA%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.0 GiB | 2015-12-22 13:40 | 0 | 2 | 605
[Leopard-Raws] High School DxD Born (ATX 1280x720 x264 AAC) | https://nyaa.si/download/703338.torrent | magnet:?xt=urn:btih:524e0ac10a2103737f64fec7901fad1c0f740f43&amp;dn=%5BLeopard-Raws%5D%20High%20School%20DxD%20Born%20%28ATX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.9 GiB | 2015-06-20 15:53 | 2 | 1 | 605
[Leopard-Raws] Fune o Amu (THK 1280x720 x264 AAC) | https://nyaa.si/download/883434.torrent | magnet:?xt=urn:btih:b7db260179f2945e8add56ce7b591df35b296f81&amp;dn=%5BLeopard-Raws%5D%20Fune%20o%20Amu%20%28THK%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.5 GiB | 2016-12-23 10:51 | 2 | 0 | 602
[Leopard-Raws] Zankyou no Terror (CX 1280x720 x264 AAC) | https://nyaa.si/download/601983.torrent | magnet:?xt=urn:btih:d7468378f57ef893ef9c41b0db033b50d931446d&amp;dn=%5BLeopard-Raws%5D%20Zankyou%20no%20Terror%20%28CX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.3 GiB | 2014-09-25 15:23 | 2 | 0 | 599
[Leopard-Raws] Sidonia no Kishi (TBS 1280x720 x264 AAC) | https://nyaa.si/download/568815.torrent | magnet:?xt=urn:btih:16d7a1e294c8b1424bb66cc1e817ae1158a52eb7&amp;dn=%5BLeopard-Raws%5D%20Sidonia%20no%20Kishi%20%28TBS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.0 GiB | 2014-06-27 16:09 | 1 | 0 | 598
[Leopard-Raws] Show by Rock!! Short!! (MX 1280x720 x264 AAC) | https://nyaa.si/download/851671.torrent | magnet:?xt=urn:btih:aca6c17ab9f8ab5fa46bf43e2ddceb585cded0be&amp;dn=%5BLeopard-Raws%5D%20Show%20by%20Rock%21%21%20Short%21%21%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 857.0 MiB | 2016-09-19 14:03 | 2 | 0 | 597
[Leopard-Raws] Stella no Mahou (ATX 1280x720 x264 AAC) | https://nyaa.si/download/882470.torrent | magnet:?xt=urn:btih:8f2918ae57251182fa50595cc97534ea5b3c003f&amp;dn=%5BLeopard-Raws%5D%20Stella%20no%20Mahou%20%28ATX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.4 GiB | 2016-12-20 12:19 | 0 | 0 | 596
[Leopard-Raws] Gakkou Gurashi! (BS11 1280x720 x264 AAC) | https://nyaa.si/download/737459.torrent | magnet:?xt=urn:btih:f4c3d6a1c4a26763ea05fdf244643111abc29203&amp;dn=%5BLeopard-Raws%5D%20Gakkou%20Gurashi%21%20%28BS11%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.6 GiB | 2015-09-25 10:58 | 1 | 0 | 596
[Leopard-Raws] Ushio to Tora (2016) (MX 1280x720 x264 AAC) | https://nyaa.si/download/823579.torrent | magnet:?xt=urn:btih:ef5bb13dcdfcf9ee89d9a40126f0e4825c639f10&amp;dn=%5BLeopard-Raws%5D%20Ushio%20to%20Tora%20%282016%29%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 9.9 GiB | 2016-06-24 16:42 | 0 | 0 | 591
[Leopard-Raws] Nourin (MX 1280x720 x264 AAC) | https://nyaa.si/download/537175.torrent | magnet:?xt=urn:btih:51f6c360fd8199ef7766b0f43f401063033682b9&amp;dn=%5BLeopard-Raws%5D%20Nourin%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.8 GiB | 2014-03-29 00:14 | 0 | 1 | 585
[Leopard-Raws] Kyoukai no Rinne (NHKE 1280x720 x264 AAC) | https://nyaa.si/download/735331.torrent | magnet:?xt=urn:btih:5440c3c9879f3887670a259e214194fffd238b98&amp;dn=%5BLeopard-Raws%5D%20Kyoukai%20no%20Rinne%20%28NHKE%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 8.7 GiB | 2015-09-19 13:21 | 0 | 0 | 584
[Leopard-Raws] Kill Me Baby (TBS 1280x720 x264 AAC) | https://nyaa.si/download/300427.torrent | magnet:?xt=urn:btih:ee7d656dc0ecb97c8a34363edf269b146dd71d3c&amp;dn=%5BLeopard-Raws%5D%20Kill%20Me%20Baby%20%28TBS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.1 GiB | 2012-03-30 10:37 | 1 | 1 | 580
[Leopard-Raws] Rokujouma no Shinryakusha (MX 1280x720 x264 AAC) | https://nyaa.si/download/602250.torrent | magnet:?xt=urn:btih:85a879686c9d1df9513e8bf0a2930c1377bbd980&amp;dn=%5BLeopard-Raws%5D%20Rokujouma%20no%20Shinryakusha%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.2 GiB | 2014-09-26 13:49 | 0 | 0 | 573
[Leopard-Raws] Noragami (MX 1280x720 x264 AAC) | https://nyaa.si/download/535466.torrent | magnet:?xt=urn:btih:7b064a8d2163b50c7baef23403f5fd44204021b4&amp;dn=%5BLeopard-Raws%5D%20Noragami%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.6 GiB | 2014-03-23 16:31 | 1 | 0 | 559
[Leopard-Raws] Yoru no Yatterman (MX 1280x720 x264 AAC) | https://nyaa.si/download/671700.torrent | magnet:?xt=urn:btih:4cd855fd770397104c974ec4abcee2b9a624b472&amp;dn=%5BLeopard-Raws%5D%20Yoru%20no%20Yatterman%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 5.0 GiB | 2015-03-29 10:26 | 1 | 1 | 547
[Leopard-Raws] Danganronpa Kibou no Gakuen to Zetsubou no Koukousei The Animation (TBS 1280x720 x264 AAC) | https://nyaa.si/download/477546.torrent | magnet:?xt=urn:btih:faa30bc83f411b118c89b6dd4ee49169b117cbeb&amp;dn=%5BLeopard-Raws%5D%20Danganronpa%20Kibou%20no%20Gakuen%20to%20Zetsubou%20no%20Koukousei%20The%20Animation%20%28TBS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.6 GiB | 2013-09-28 07:55 | 0 | 1 | 546
